sample_date,sample_id,k,no3_n,mg,ca,nh4_n,k_rolling,no3_n_rolling,mg_rolling,ca_rolling,nh4_n_rolling
1989-08-29,Q2,0.96,149,2.59,5.03,NA,1.089,131.5,2.581,4.947,NA
1989-09-05,Q2,0.98,32,2.8,5.56,NA,1.1081818181818182,117.375,2.62,5.005,NA
1989-09-12,Q2,0.98,8,2.85,5.24,NA,1.1081818181818182,114.28571428571429,2.6229999999999998,5.036,NA
1989-09-20,Q2,NA,NA,NA,NA,NA,1.1372727272727272,118,2.641,5.094,NA
1989-09-22,Q2,1.13,NA,2.51,4.89,NA,1.1372727272727272,118,2.641,5.094,NA
1989-09-26,Q2,1.35,NA,2.72,5.15,NA,1.1718181818181819,137.42857142857142,2.789,5.341,NA
1989-09-26,Q2,1.48,106,2.73,5.2,NA,1.1718181818181819,137.42857142857142,2.789,5.341,NA
1989-10-03,Q2,1.18,113,2.88,5.49,NA,1.2090909090909092,179.42857142857142,2.875,5.4399999999999995,NA
1989-10-05,Q2,1.1,NA,NA,NA,NA,1.2090909090909092,179.42857142857142,2.875,5.4399999999999995,NA
1989-10-10,Q2,1.09,NA,2.9,5.51,NA,1.3816666666666666,381.5,2.901818181818182,5.418181818181818,NA
1989-10-17,Q2,1.3,171,2.94,5.63,NA,1.4333333333333333,433.5,2.9172727272727275,5.419090909090909,NA
1989-10-24,Q2,1.34,383,2.97,5.71,NA,1.4533333333333334,419.1111111111111,2.97,5.465454545454546,NA
1989-10-31,Q2,1.37,443,3.45,6.02,NA,1.4245454545454546,439.55555555555554,3.044,5.663,NA
1989-11-07,Q2,1.82,624,3.05,5.31,NA,1.435,456.1111111111111,3.073,5.791,NA
1989-11-08,Q2,2.44,1204,2.92,5.45,NA,1.435,456.1111111111111,3.073,5.791,NA
1989-11-14,Q2,1.6,424,3.02,5.25,NA,1.431,437,3.097,5.925,NA
1989-11-21,Q2,1.37,304,3.09,5.4,NA,1.3940000000000001,446.2,3.116,6.053,NA
1989-11-28,Q2,1.06,290,3.22,6.86,NA,1.339,424.3,3.138,6.071,NA
1989-12-05,Q2,0.96,262,3.17,6.77,NA,1.444,422.2222222222223,3.121,6.153,NA
1989-12-12,Q2,1.05,265,3.14,6.85,NA,1.2655555555555555,280.875,3.121111111111111,6.3244444444444445,NA
1989-12-19,Q2,0.93,263,3.13,6.91,NA,1.221111111111111,276,3.1333333333333333,6.4911111111111115,NA
1989-12-26,Q2,0.79,164,3.19,5.89,NA,1.2066666666666666,239.25,3.1233333333333335,6.613333333333333,NA
1990-01-02,Q2,2.42,NA,3.28,6.84,NA,1.2255555555555555,204.625,3.098888888888889,6.591111111111111,NA
1990-01-09,Q2,1.21,275,2.85,6.15,NA,1.238888888888889,206.5,3.0866666666666664,6.594444444444444,NA
1990-01-16,Q2,1.2,385,3.13,6.75,NA,1.2655555555555555,209.375,3.1044444444444443,6.588888888888889,NA
1990-01-23,Q2,1.24,10,3,6.5,NA,1.3211111111111111,183.625,3.111111111111111,6.561111111111111,NA
1990-01-30,Q2,1.23,13,3,6.66,NA,1.3822222222222222,194.75,3.12,6.677777777777778,NA
1990-02-06,Q2,1.08,277,3.06,6.8,NA,1.2433333333333334,194.33333333333334,3.128888888888889,6.702222222222222,NA
1990-02-13,Q2,1.29,288,3.3,6.8,NA,1.3233333333333333,180.55555555555554,3.0266666666666664,6.497777777777777,NA
1990-02-20,Q2,1.43,57,3.19,6.66,NA,1.3388888888888888,155,3.0366666666666666,6.502222222222223,NA
1990-02-27,Q2,1.34,253,3.27,6.94,NA,1.3388888888888888,188,3.0522222222222224,6.53,NA
1990-03-06,Q2,1.17,191,3.36,7.06,NA,1.3266666666666667,213,3.088888888888889,6.568888888888889,NA
1990-03-13,Q2,1.93,151,1.93,4.31,NA,1.3266666666666667,189.28571428571428,3.1277777777777778,6.625555555555556,NA
1990-03-20,Q2,1.34,NA,3.22,6.79,NA,1.2966666666666666,155.71428571428572,3.13,6.666666666666667,NA
1990-03-27,Q2,1.24,274,3.14,6.75,NA,1.4153846153846155,453.72727272727275,2.47,5.243076923076923,NA
1990-04-03,Q2,1.12,NA,3.33,7.01,NA,1.393076923076923,460.9090909090909,2.46,5.222307692307692,NA
1990-04-10,Q2,1.08,111,3.41,7.31,NA,1.4142857142857144,468.75,2.402142857142857,5.115714285714286,NA
1990-04-17,Q2,1.02,53,3.32,7.17,NA,1.3664285714285715,479,2.485,5.283571428571428,NA
1990-04-24,Q2,1.05,10,3.34,7.25,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
1990-04-25,Q2,1.64,840,0.42,0.79,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
1990-04-25,Q2,1.99,1059,0.51,1.03,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
1990-04-25,Q2,1.92,1338,0.63,1.17,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
1990-04-26,Q2,1.56,711,2.23,4.58,NA,1.36,460.2307692307692,2.492142857142857,5.307857142857143,NA
1990-05-01,Q2,1.05,332,3.14,6.67,NA,1.3635714285714287,466.7692307692308,2.4907142857142857,5.1971428571428575,NA
1990-05-08,Q2,1.23,10,3.2,6.8,NA,1.3707142857142858,443.7142857142857,2.4857142857142858,5.183571428571429,NA
1990-05-10,Q2,1.63,736,1.81,3.99,NA,1.3707142857142858,443.7142857142857,2.4857142857142858,5.183571428571429,NA
1990-05-15,Q2,1.26,274,3.09,6.66,NA,1.3835714285714285,454.4285714285714,2.4857142857142858,5.160714285714286,NA
1990-05-22,Q2,1.25,235,3.32,7.13,NA,1.397857142857143,486.5714285714286,2.480714285714286,5.132857142857143,NA
1990-05-29,Q2,1.29,359,3.12,5.2,NA,1.263,314.8,3.05,6.3100000000000005,NA
1990-06-05,Q2,1.22,144,3.26,6.82,NA,1.262,301.5,3.079,6.397,NA
1990-06-12,Q2,1.26,261,3.41,6.99,NA,1.2044444444444444,275.6666666666667,3.2488888888888887,6.714444444444444,NA
1990-06-19,Q2,1.22,503,3.25,6.78,NA,1.1722222222222223,260.44444444444446,3.3055555555555554,6.843333333333334,NA
1990-06-26,Q2,1.22,294,2.9,6.06,NA,1.1711111111111112,260.55555555555554,3.152222222222222,6.506666666666667,NA
1990-07-03,Q2,1.04,199,3.43,7.54,NA,1.1311111111111112,232.77777777777777,3.2088888888888887,6.776666666666666,NA
1990-07-10,Q2,1.08,212,3.46,7.25,NA,1.0988888888888888,228.66666666666669,3.2555555555555555,6.93,NA
1990-07-17,Q2,0.97,137,3.6,7.82,NA,1.0855555555555556,245.77777777777777,3.1822222222222223,6.761111111111111,NA
1990-07-24,Q2,1.24,236,1.94,4.1,NA,1.0555555555555556,213.44444444444446,3.1911111111111112,6.8244444444444445,NA
1990-07-31,Q2,0.93,109,3.63,7.63,NA,1.0133333333333334,198.44444444444446,3.2511111111111113,6.96,NA
1990-08-07,Q2,0.93,107,3.68,8.2,NA,0.9955555555555555,177.44444444444446,3.2844444444444445,7.045555555555556,NA
1990-08-14,Q2,1.14,415,2.75,5.47,NA,0.9755555555555555,155.55555555555554,3.263333333333333,7.058888888888889,NA
1990-08-21,Q2,0.95,212,3.33,7.35,NA,0.9622222222222222,142.77777777777777,3.2244444444444444,6.985555555555555,NA
1990-08-28,Q2,0.84,159,3.44,7.28,NA,0.9222222222222222,119,3.3633333333333333,7.355555555555555,NA
1990-09-04,Q2,0.88,10,3.73,8.31,NA,0.9255555555555556,121.11111111111113,3.2244444444444444,7.187777777777778,NA
1990-09-11,Q2,0.9,15,3.27,7.37,NA,0.9299999999999999,120.44444444444444,3.1277777777777778,7.002222222222223,NA
1990-09-18,Q2,0.85,22,3.25,7.16,NA,0.9044444444444444,85.11111111111111,3.1855555555555557,7.135555555555555,NA
1990-09-25,Q2,0.88,22,3.19,7.43,NA,0.9022222222222223,80.66666666666666,3.1644444444444444,7.035555555555556,NA
1990-10-02,Q2,0.96,128,2.38,6.12,NA,0.92,74.11111111111111,2.953333333333333,6.592222222222222,NA
1990-10-09,Q2,0.97,101,2.81,6.53,NA,0.8822222222222222,101,2.76,6.1322222222222225,NA
1990-10-16,Q2,0.91,97,3.27,6.67,NA,0.8777777777777778,118.22222222222223,2.7711111111111113,6.047777777777778,NA
1990-10-23,Q2,0.93,172,3.14,6.45,NA,0.8766666666666667,143.88888888888889,2.785555555555556,6.023333333333333,NA
1990-10-30,Q2,1,100,1.54,3.29,NA,0.8777777777777778,164.22222222222223,2.7822222222222224,5.974444444444445,NA
1990-11-06,Q2,0.54,252,1.99,4.17,NA,0.901,164.7,2.712,5.773,NA
1990-11-13,Q2,0.86,170,3.37,6.61,NA,0.9972727272727273,168.45454545454547,2.7209090909090907,5.8136363636363635,NA
1990-11-20,Q2,0.84,253,3.38,6.94,NA,0.98,182.54545454545453,2.728181818181818,5.877272727272727,NA
1990-11-27,Q2,0.89,205,3.16,6.99,NA,0.9763636363636363,188.27272727272728,2.749090909090909,5.9363636363636365,NA
1990-12-04,Q2,1.13,289,1.62,3.8,NA,0.9927272727272727,203.45454545454547,2.820909090909091,6.1054545454545455,NA
1990-12-04,Q2,0.94,8,2.84,6.28,NA,0.9927272727272727,203.45454545454547,2.820909090909091,6.1054545454545455,NA
1990-12-11,Q2,0.77,7,3.3,7.42,NA,1.0463636363636364,211.45454545454547,2.9263636363636363,6.368181818181818,NA
1990-12-14,Q2,2.16,300,2.32,5.33,NA,1.0463636363636364,211.45454545454547,2.9263636363636363,6.368181818181818,NA
1990-12-18,Q2,0.72,252,3.35,7.37,NA,1.039090909090909,215.6,2.919090909090909,6.409090909090909,NA
1990-12-25,Q2,0.89,235,3.37,7.1,NA,1.03,204.1,2.921818181818182,6.456363636363636,NA
1990-12-31,Q2,1.18,267,2.33,5.15,NA,1.0172727272727273,193.1,2.93,6.463636363636364,NA
1991-01-08,Q2,1.13,340,3.15,7.06,NA,0.998,182.11111111111111,3.08,6.782,NA
1991-01-15,Q2,0.78,NA,3.29,7.06,NA,0.8822222222222222,174.375,3.1744444444444446,6.943333333333333,NA
1991-01-22,Q2,0.74,138,3.41,7.46,NA,0.9111111111111111,151.75,3.068888888888889,6.742222222222222,NA
1991-01-29,Q2,0.75,95,3.25,7.07,NA,0.9088888888888889,151,2.9477777777777776,6.698888888888889,NA
1991-02-05,Q2,0.86,5,3.03,6.8,NA,0.8655555555555555,134.42857142857142,3.037777777777778,6.883333333333333,NA
1991-02-12,Q2,0.89,63,3.39,7.42,NA,0.8288888888888889,124.71428571428571,3.0255555555555556,6.865555555555556,NA
1991-02-19,Q2,0.98,71,2.4,5.56,NA,0.8311111111111111,135.625,3.0055555555555555,6.881111111111111,NA
1991-02-26,Q2,0.87,229,2.28,6.71,NA,0.8333333333333334,138.125,2.9722222222222223,6.832222222222222,NA
1991-03-05,Q2,0.79,NA,3.14,6.81,NA,0.8366666666666667,150.125,2.964444444444444,6.831111111111111,NA
1991-03-12,Q2,0.8,272,3.04,6.9,NA,0.8255555555555556,151.75,2.953333333333333,6.815555555555555,NA
1991-03-19,Q2,0.8,212,3.11,7.2,NA,0.8377777777777778,147.5,2.8877777777777776,6.666666666666667,NA
1991-03-22,Q2,NA,NA,NA,NA,NA,0.8377777777777778,147.5,2.8877777777777776,6.666666666666667,NA
1991-03-26,Q2,0.76,158,3.11,7.02,NA,0.8422222222222222,141,2.9466666666666668,6.7844444444444445,NA
1991-04-02,Q2,0.78,191,3.18,7.06,NA,0.8522222222222222,117.625,2.908888888888889,6.4944444444444445,NA
1991-04-09,Q2,0.76,18,2.93,6.66,NA,0.8777777777777778,106.55555555555557,2.9033333333333333,6.08,NA
1991-04-15,Q2,1,29,2.8,6.08,NA,0.8922222222222222,77.44444444444443,2.92,5.662222222222222,NA
1991-04-23,Q2,1.02,19,2.93,6.62,NA,0.9122222222222223,56,2.918888888888889,5.273333333333333,NA
1991-04-30,Q2,0.96,42,1.94,4.1,NA,0.9510000000000001,39.55555555555556,2.825,4.717,NA
1991-05-07,Q2,1.02,18,3.09,3.08,NA,0.975,26.88888888888889,2.826,4.325,NA
1991-05-14,Q2,0.93,10,3.19,3.14,NA,1.0090000000000001,35,2.834,4.025,NA
1991-05-21,Q2,0.98,19,3.1,3.7,NA,1.014,41.33333333333333,2.854,3.777,NA
1991-05-28,Q2,0.98,10,2.01,3.71,NA,1.016,43.111111111111114,2.887,3.432,NA
1991-05-31,Q2,1.08,NA,3.08,3.02,NA,1.016,43.111111111111114,2.887,3.432,NA
1991-06-01,Q2,NA,NA,NA,NA,NA,1.033,65.66666666666666,3.015,3.349,NA
1991-06-04,Q2,1.02,77,3.19,3.14,NA,1.033,65.66666666666666,3.015,3.349,NA
1991-06-11,Q2,1.1,91,3.01,3.66,NA,1.046,76.77777777777777,3.006,3.356,NA
1991-06-18,Q2,1.05,86,3,3.6,NA,1.078,85.125,3.005,3.7439999999999998,NA
1991-06-25,Q2,1.04,35,3.26,3.17,NA,1.052,84,2.914,4.082,NA
1991-07-02,Q2,1.13,245,3.22,3.27,NA,1.028888888888889,84,2.9988888888888887,4.555555555555555,NA
1991-07-09,Q2,1.15,118,3,3.15,NA,1.018888888888889,91.125,3.0744444444444445,4.952222222222222,NA
1991-07-16,Q2,1.25,NA,3.18,7.02,NA,0.9955555555555555,81,3.201111111111111,5.316666666666666,NA
1991-07-23,Q2,0.72,10,2.19,7.08,NA,0.9788888888888889,71.5,3.305555555555556,5.764444444444444,NA
1991-07-30,Q2,0.8,10,2.94,6.91,NA,1.06,64.44444444444444,3.008,5.585,NA
1991-08-06,Q2,0.93,134,3.87,6.71,NA,1.225,51.44444444444444,3.074,6.159,NA
1991-08-13,Q2,0.89,10,4.15,6.94,NA,1.2730000000000001,53.55555555555556,3.173,6.671,NA
1991-08-20,Q2,0.9,10,3.94,7.63,NA,1.271,60.2,3.157,6.536,NA
1991-08-27,Q2,1.34,26,3.19,6.22,NA,1.325,66.5,3.2720000000000002,6.528,NA
1991-08-27,Q2,1.49,17,0.4,0.92,NA,1.325,66.5,3.2720000000000002,6.528,NA
1991-09-03,Q2,2.78,128,3.88,9.01,NA,1.367,77.7,3.224,6.3549999999999995,NA
1991-09-10,Q2,1.63,137,3.99,8.27,NA,1.384,76.8,3.132,6.227,NA
1991-09-17,Q2,1.23,120,3.02,5.67,NA,1.42,88.2,2.9859999999999998,6.027,NA
1991-09-24,Q2,1.26,73,3.34,7,NA,1.443,98.9,2.888,5.742,NA
1991-10-01,Q2,1.22,122,2.46,5.18,NA,1.4055555555555554,109.33333333333333,3.128888888888889,6.124444444444444,NA
1991-10-08,Q2,1.1,125,2.95,5.43,NA,1.2518181818181817,135.8181818181818,2.7572727272727273,4.933636363636364,NA
1991-10-15,Q2,1.25,124,2.69,4.94,NA,1.2336363636363636,159.63636363636363,2.669090909090909,4.665454545454545,NA
1991-10-22,Q2,1.13,117,2.96,4.78,NA,1.2816666666666667,170.83333333333331,2.6133333333333333,4.645833333333333,NA
1991-10-29,Q2,1.05,38,2.87,4.84,NA,1.29,188.58333333333331,2.5933333333333333,4.525,NA
1991-11-05,Q2,0.74,156,2.93,3.31,NA,1.2741666666666667,179.25,2.615,4.4383333333333335,NA
1991-11-07,Q2,1.62,199,1.47,2.38,NA,1.2741666666666667,179.25,2.615,4.4383333333333335,NA
1991-11-08,Q2,1.54,283,1.65,2.47,NA,1.2741666666666667,179.25,2.615,4.4383333333333335,NA
1991-11-12,Q2,1.43,399,3.02,5.32,NA,1.2783333333333333,204.75,2.6275,4.5,NA
1991-11-18,Q2,1.74,262,3.56,7.67,NA,1.2725,221.08333333333331,2.6675,4.571666666666666,NA
1991-11-22,Q2,1.3,152,1.46,2.43,NA,1.273076923076923,226.69230769230768,2.7115384615384617,4.760769230769231,NA
1991-11-26,Q2,1.36,286,3.1,5.55,NA,1.285,235.83333333333334,2.6908333333333334,4.759166666666666,NA
1991-12-03,Q2,1.03,10,2.72,4.14,NA,1.2733333333333334,249,2.7533333333333334,4.810833333333333,NA
1991-12-10,Q2,1.15,431,3.1,6.17,NA,1.275,280.1,2.931,5.423,NA
1991-12-17,Q2,1.18,320,3.17,5.8,NA,1.256,277.6,2.9210000000000003,5.524,NA
1991-12-23,Q2,1.28,294,3.24,7.03,NA,1.209,281.7,2.892,5.448,NA
1991-12-30,Q2,0.91,196,3.62,5.46,NA,1.1977777777777778,297.6666666666667,3.068888888888889,5.9655555555555555,NA
1992-01-07,Q2,1.37,451,2.32,4.66,NA,1.294,334.5,2.948,5.837,NA
1992-01-14,Q2,1.24,374,2.92,6.33,NA,1.295,293.3,2.941,5.822,NA
1992-01-21,Q2,1.27,303,3.27,6.91,NA,1.301,284.9,2.956,5.949,NA
1992-01-28,Q2,1.35,300,3.26,7.19,NA,1.29,276.2,2.96,6.0040000000000004,NA
1992-02-04,Q2,1.47,469,2.23,3.42,NA,1.281,257.6,2.9219999999999997,5.989,NA
1992-02-06,Q2,1.72,207,2.35,5.4,NA,1.281,257.6,2.9219999999999997,5.989,NA
1992-02-11,Q2,1.16,19,3.03,6.02,NA,1.267,221.7,2.976,6.167,NA
1992-02-18,Q2,1.24,236,3.32,7.07,NA,1.286,202.3,2.984,6.154,NA
1992-02-25,Q2,1.17,207,3.28,7.58,NA,1.284,191.11111111111111,2.969,6.08,NA
1992-03-03,Q2,0.82,10,3.24,5.31,NA,1.284,171.77777777777777,2.92,5.889,NA
1992-03-10,Q2,1.23,92,2.86,6.44,NA,1.1855555555555555,117.25,3.1066666666666665,6.188888888888889,NA
1992-03-17,Q2,1.43,180,3,6.2,NA,1.1433333333333333,116.25,3.1422222222222222,5.957777777777778,NA
1992-03-24,Q2,1.25,NA,3.12,6.17,NA,1.1222222222222222,88.125,3.121111111111111,5.852222222222222,NA
1992-04-01,Q2,1.35,126,2.77,5.28,NA,1.1211111111111112,65.625,3.1,5.7122222222222225,NA
1992-04-07,Q2,1.02,68,3.34,5.63,NA,1.1544444444444444,108.5,2.9755555555555557,5.588888888888889,NA
1992-04-14,Q2,0.78,11,3.35,3.94,NA,1.1522222222222223,131.5,2.98,5.578888888888889,NA
1992-04-21,Q2,1.05,11,3.13,6.12,NA,1.1444444444444444,135.125,2.931111111111111,5.587777777777778,NA
1992-04-28,Q2,1.16,27,3.09,6.32,NA,1.1555555555555557,135.125,2.8533333333333335,5.455555555555556,NA
1992-05-05,Q2,1.12,353,2.12,4.2,NA,1.1344444444444444,124.75,2.7088888888888887,5.217777777777778,NA
1992-05-12,Q2,1.21,276,2.9,6.35,NA,1.18,119.5,2.7022222222222223,5.344444444444444,NA
1992-05-19,Q2,1.36,209,2.56,6.28,NA,1.24,121.625,2.5644444444444443,5.413333333333333,NA
1992-05-26,Q2,1.35,NA,2.42,4.98,NA,1.2466666666666666,124.875,2.482222222222222,5.24,NA
1992-06-02,Q2,1.16,43,1.47,3.14,NA,1.261111111111111,125.125,2.561111111111111,5.404444444444445,NA
1992-06-09,Q2,1.43,26,3.28,6.77,NA,1.2733333333333334,84.5,2.7055555555555557,5.737777777777778,NA
1992-06-16,Q2,1.32,28,2.11,4.56,NA,1.2755555555555556,55.25,2.796666666666667,5.894444444444444,NA
1992-06-23,Q2,1.11,37,2.39,4.56,NA,1.258888888888889,46.875,2.893333333333333,5.958888888888889,NA
1992-06-30,Q2,1.29,29,3.8,7.8,NA,1.26,58,2.9877777777777776,6.188888888888889,NA
1992-07-07,Q2,1.23,28,3.42,7.2,NA,1.268888888888889,74.66666666666666,3.1966666666666668,6.64,NA
1992-07-14,Q2,1.23,42,3.72,7.76,NA,1.2633333333333334,74.66666666666666,3.0533333333333332,6.378888888888889,NA
1992-07-21,Q2,1.21,142,3.43,6.86,NA,1.231111111111111,90.44444444444444,3.203333333333333,6.685555555555555,NA
1992-07-28,Q2,1.36,147,3.27,7.05,NA,1.23,108.22222222222223,3.26,6.88,NA
1992-08-04,Q2,1.24,193,3.35,7.2,NA,1.241111111111111,106.11111111111111,3.3,6.92,NA
1992-08-11,Q2,1.38,26,1.99,4.42,NA,1.258888888888889,104.11111111111111,3.1977777777777776,6.753333333333333,NA
1992-08-18,Q2,1.03,170,3.46,7.32,NA,1.24,100.55555555555556,3.1344444444444446,6.61,NA
1992-08-25,Q2,1.1,197,2.9,6.31,NA,1.2644444444444445,85.88888888888889,3.082222222222222,6.593333333333334,NA
1992-09-01,Q2,1.39,10,4.16,8.16,NA,1.2733333333333332,79.66666666666667,3.04,6.444444444444445,NA
1992-09-08,Q2,1.39,10,2.5,5.7,NA,1.26,84.22222222222223,3.0166666666666666,6.366666666666666,NA
1992-09-15,Q2,1.06,10,3.15,6.47,NA,1.2477777777777779,82.22222222222223,3.1633333333333336,6.644444444444445,NA
1992-09-22,Q2,1.43,10,2.96,6.71,NA,1.258888888888889,71.25,3.1255555555555556,6.593333333333334,NA
1992-09-29,Q2,1.44,91,2.89,5.71,NA,1.2677777777777777,49.125,3.1655555555555557,6.641111111111111,NA
1992-10-06,Q2,1.12,234,3.14,6.5,NA,1.2555555555555555,52,3.013333333333333,6.403333333333333,NA
1992-10-13,Q2,1.27,8,3.31,6.92,NA,1.2577777777777777,54.375,2.9844444444444447,6.2988888888888885,NA
1992-10-20,Q2,1.13,NA,3.12,6.86,NA,1.1866666666666665,57.5,2.7455555555555557,5.955555555555556,NA
1992-10-27,Q2,1.18,20,3.26,6.74,NA,1.1844444444444444,57.125,2.7355555555555555,5.907777777777778,NA
1992-11-03,Q2,1.28,33,2.79,6.02,NA,1.1822222222222223,47.75,2.738888888888889,5.905555555555556,NA
1992-11-10,Q2,1.41,29,2.24,4.76,NA,1.1977777777777778,20.75,2.73,5.898888888888889,NA
1992-11-17,Q2,0.42,35,1,3.38,NA,1.17,60.5,2.703333333333333,5.932222222222222,NA
1992-11-24,Q2,1.41,7,2.87,6.28,NA,1.201111111111111,60.5,2.6455555555555557,5.805555555555555,NA
1992-12-01,Q2,1.42,16,2.92,5.69,NA,1.2144444444444444,66.28571428571429,2.6044444444444443,5.694444444444445,NA
1992-12-08,Q2,1.26,18,3.06,6.44,NA,1.232222222222222,71.83333333333334,2.707777777777778,5.848888888888889,NA
1992-12-15,Q2,1.02,326,3.07,7.22,NA,1.2055555555555555,80.4,2.783333333333333,6.001111111111111,NA
1992-12-22,Q2,NA,NA,NA,NA,NA,1.2844444444444445,91.75,3.02,6.344444444444444,NA
1992-12-22,Q2,1.41,NA,2.6,5.72,NA,1.2844444444444445,91.75,3.02,6.344444444444444,NA
1992-12-29,Q2,1.3,NA,2.89,5.74,NA,1.2622222222222221,120,3.033333333333333,6.2844444444444445,NA
1993-01-05,Q2,1.44,NA,3.72,7.41,NA,1.2344444444444445,172,3.0322222222222224,6.345555555555555,NA
1993-01-12,Q2,1.17,NA,2.92,6.13,NA,1.218888888888889,326,3.033333333333333,6.286666666666667,NA
1993-01-19,Q2,1.13,NA,3.13,6.47,NA,1.2733333333333332,NA,3.1,6.383333333333334,NA
1993-01-26,Q2,1.21,NA,2.99,5.74,NA,1.28,NA,3.1544444444444446,6.444444444444445,NA
1993-02-02,Q2,1.17,NA,2.91,6.24,NA,1.27,135,3.181111111111111,6.49,NA
1993-02-09,Q2,1.12,NA,3.07,5.91,NA,1.2144444444444444,177.5,3.1133333333333333,6.373333333333333,NA
1993-02-16,Q2,1.51,NA,3.67,8.09,NA,1.1955555555555555,179.33333333333334,3.102222222222222,6.28,NA
1993-02-23,Q2,1.47,NA,3.09,6.27,NA,1.3322222222222222,179.33333333333334,3.1033333333333335,6.22,NA
1993-03-02,Q2,1.21,135,3.13,6.15,NA,1.3677777777777778,179.33333333333334,3.282222222222222,6.693333333333333,NA
1993-03-09,Q2,0.94,220,3.11,6.36,NA,1.38,145.5,3.3477777777777775,6.855555555555555,NA
1993-03-16,Q2,1,183,2.82,5.29,NA,1.3922222222222222,135,3.402222222222222,7.028888888888889,NA
1993-03-23,Q2,2.36,NA,3.14,5.93,NA,1.3677777777777778,123.66666666666667,3.33,6.8566666666666665,NA
1993-03-30,Q2,1.53,NA,4.6,10,NA,1.3122222222222222,111.14285714285714,3.35,6.502222222222223,NA
1993-04-06,Q2,1.28,44,3.5,7.7,NA,1.3044444444444445,144,3.243333333333333,6.347777777777778,NA
1993-04-13,Q2,1.23,93,3.56,7.47,NA,1.3544444444444443,114.28571428571429,3.1566666666666667,6.122222222222222,NA
1993-04-20,Q2,1.29,67,3.02,6.54,NA,1.3855555555555554,102.83333333333334,3.121111111111111,6.101111111111111,NA
1993-04-27,Q2,0.97,36,3.27,3.08,NA,1.301111111111111,89.85714285714285,3.0444444444444443,6.071111111111111,NA
1993-05-04,Q2,1.14,365,2.17,4.76,NA,1.2655555555555555,84.125,2.8466666666666667,5.627777777777777,NA
1993-05-11,Q2,1.39,12,2.33,4.33,NA,1.3155555555555556,89.75,2.8722222222222222,5.665555555555556,NA
1993-05-18,Q2,1.28,NA,2.5,5.1,NA,1.3211111111111111,82.875,2.787777777777778,5.476666666666667,NA
1993-05-25,Q2,1.6,12,2.45,5.66,NA,1.4344444444444444,97.75,2.8644444444444446,5.6,NA
1993-06-01,Q2,1.21,44,2.82,6.01,NA,1.4677777777777778,95,2.86,5.96,NA
1993-06-08,Q2,1.73,89,3.73,8.04,NA,1.468888888888889,72.75,2.9611111111111112,6.171111111111111,NA
1993-06-15,Q2,1.28,38,2.8,5.77,NA,1.4633333333333334,81.42857142857143,3.011111111111111,6.346666666666667,NA
1993-06-15,Q2,NA,NA,NA,NA,NA,1.4633333333333334,81.42857142857143,3.011111111111111,6.346666666666667,NA
1993-06-22,Q2,2.31,186,3.71,7.65,NA,1.5755555555555556,81.42857142857143,3.2944444444444443,7.011111111111111,NA
1993-06-29,Q2,1.27,14,3.23,6.32,NA,1.541111111111111,93,3.1911111111111112,7.083333333333333,NA
1993-07-06,Q2,1.15,187,3.08,6.66,NA,1.5377777777777777,102.8,3.2311111111111113,7.156666666666666,NA
1993-07-13,Q2,1.34,NA,2.78,5.91,NA,1.49,95.4,3.163333333333333,7.022222222222222,NA
1993-07-20,Q2,2.29,NA,5.05,11.08,NA,1.4966666666666666,89,3.212222222222222,7.162222222222223,NA
1993-07-27,Q2,1.29,NA,1.52,6.31,NA,1.42,64.75,3.243333333333333,7.242222222222222,NA
1993-08-03,Q2,1.18,NA,3.18,6.67,NA,1.4266666666666667,63,3.1833333333333336,7.2,NA
1993-08-10,Q2,1.3,52,3.12,6.83,NA,1.4122222222222223,23.5,3.1777777777777776,7.205555555555556,NA
1993-08-17,Q2,1.34,6,3.24,7.03,NA,1.4177777777777778,51.4,3.0522222222222224,7.174444444444444,NA
1993-08-24,Q2,1.62,NA,3.99,8.37,NA,1.2977777777777777,84.16666666666666,2.8222222222222224,6.6899999999999995,NA
1993-08-31,Q2,1.33,7,2.69,5.94,NA,1.271111111111111,74.71428571428571,2.93,6.608888888888889,NA
1993-09-07,Q2,1.02,29,3.03,6.71,NA,1.268888888888889,67.125,2.9066666666666667,6.583333333333333,NA
1993-09-14,Q2,1.39,163,1.65,5.63,NA,1.2966666666666666,61.625,2.8777777777777778,6.525555555555555,NA
1993-09-21,Q2,1.21,248,2.98,6.72,NA,1.29,62,2.8533333333333335,6.446666666666666,NA
1993-09-28,Q2,1.05,18,2.49,5.58,NA,1.3077777777777777,57,2.7944444444444443,6.362222222222222,NA
1993-10-05,Q2,1.16,14,2.97,6.44,NA,1.298888888888889,57.33333333333333,2.858888888888889,6.433333333333334,NA
1993-10-13,Q2,1.55,8,2.86,6.31,NA,1.33,55.33333333333333,2.8533333333333335,6.414444444444444,NA
1993-10-19,Q2,1.28,9,3.02,6.32,NA,1.35,57.77777777777778,2.9766666666666666,6.446666666666666,NA
1993-10-26,Q2,1.78,17,3.46,7.61,NA,1.3966666666666667,35.44444444444444,3.102222222222222,6.644444444444445,NA
